epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,261.985,0.64422,1.06138,1.06274,0.80182,0.96915,0.96167,0.72481,0.8844,1.96405,1.50606,0.00026207,0.00026207,0.00026207
38,268.878,0.57258,0.95276,1.02993,0.77778,0.98502,0.94325,0.72019,0.92312,1.97423,1.52638,0.000250687,0.000250687,0.000250687
39,275.438,0.65242,1.33103,1.11168,0.83538,0.96739,0.96201,0.71841,0.8798,2.04615,1.48054,0.000238315,0.000238315,0.000238315
40,282.02,0.56346,2.02843,1.41394,0.83538,0.96739,0.96201,0.71841,0.8798,2.04615,1.48054,0.000224952,0.000224952,0.000224952
41,288.719,0.52208,2.46384,1.29649,0.89217,0.89915,0.96167,0.71133,0.88505,1.97697,1.50564,0.0002106,0.0002106,0.0002106
42,295.376,0.36862,1.67505,0.93983,0.89553,0.9069,0.97446,0.69683,0.92363,2.04152,1.57879,0.000195258,0.000195258,0.000195258
43,301.968,0.52571,2.32956,1.23343,0.89553,0.9069,0.97446,0.69683,0.92363,2.04152,1.57879,0.000178925,0.000178925,0.000178925
44,308.376,0.37437,1.55092,0.97779,0.87834,0.91667,0.98158,0.67588,0.93701,2.19027,1.6741,0.000161603,0.000161603,0.000161603
45,314.857,0.3667,1.43512,0.90635,0.87834,0.91667,0.98158,0.67588,0.93701,2.19027,1.6741,0.00014329,0.00014329,0.00014329
46,321.353,0.27156,2.06969,0.91467,0.81889,0.83333,0.96013,0.63585,0.96928,2.51009,1.74595,0.000123987,0.000123987,0.000123987
47,327.681,0.43614,1.41163,1.03786,0.81889,0.83333,0.96013,0.63585,0.96928,2.51009,1.74595,0.000103695,0.000103695,0.000103695
48,334.212,0.39007,2.29584,1.09629,0.91704,0.84561,0.97658,0.63529,1.00349,2.58491,1.76751,8.24125e-05,8.24125e-05,8.24125e-05
49,340.772,0.5338,1.83093,1.14478,0.91704,0.84561,0.97658,0.63529,1.00349,2.58491,1.76751,6.014e-05,6.014e-05,6.014e-05
50,347.516,0.32601,1.4459,0.86265,0.95117,0.84145,0.987,0.65703,0.98316,2.53721,1.75353,3.68775e-05,3.68775e-05,3.68775e-05
